Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
09/22/2018,MERZ,2D,,BLU,Q498112,IL,701 N. Sacramento,(773) 265-7605,6934974
09/22/2018,MERC,LL,,BLK,AG61742,IL,701 N. Sacramento,(773) 265-7605,6935019
09/22/2018,CADI,LL,,SIL,AJ77588,IL,701 N. Sacramento,(773) 265-7605,6935020
09/22/2018,HOND,LL,,SIL,AG95072,IL,701 N. Sacramento,(773) 265-7605,6935006
09/22/2018,CHRY,4D,,MAR,Q153007,IL,701 N. Sacramento,(773) 265-7605,6934997
07/28/2018,HYUN,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6929758
09/22/2018,CHEV,LL,,BLK,AS85281,IL,701 N. Sacramento,(773) 265-7605,6935027
08/25/2018,PONT,4D,,SIL,AX23963,IL,10300 S. Doty,(773) 568-8495,2857459
08/25/2018,HOND,4D,,BLK,AD25892,IL,701 N. Sacramento,(773) 265-7605,6932446
07/28/2018,OLDS,4D,,SIL,J801997,IN,10300 S. Doty,(773) 568-8495,2855336
07/28/2018,VOLV,4D,,GRY,457636,IL,701 N. Sacramento,(773) 265-7605,6929755
07/28/2018,DODG,4D,,SIL,HHQ4757,OH,701 N. Sacramento,(773) 265-7605,6929778
09/22/2018,NISS,4D,,RED,Q616066,IL,701 N. Sacramento,(773) 265-7605,6935046
09/22/2018,CHEV,PK,,WHI,85434FF,IL,10300 S. Doty,(773) 568-8495,480091
07/28/2018,CHEV,4D,,SIL,AG60377,IL,10300 S. Doty,(773) 568-8495,2855343
08/25/2018,FORD,4D,,SIL,ZZ29841,IL,10300 S. Doty,(773) 568-8495,2857466
08/25/2018,CHEV,4D,,TAN,AG54412,IL,10300 S. Doty,(773) 568-8495,2857467
09/22/2018,JEEP,LL,,WHI,AT05772,IL,10300 S. Doty,(773) 568-8495,2859572
08/25/2018,CHEV,PK,TK,GRY,51073V-B,IL,701 N. Sacramento,(773) 265-7605,6932492
08/25/2018,MERC,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2857484
07/28/2018,HYUN,4D,,RED,AK38835,IL,10300 S. Doty,(773) 568-8495,2855347
08/25/2018,SATR,2D,,GRN,900T233,IL,10300 S. Doty,(773) 568-8495,2857486
08/25/2018,HOND,4D,,GLD,AP24430,IL,10300 S. Doty,(773) 568-8495,2857481
08/25/2018,CHEV,4D,,BLK,892TPK,MN,701 N. Sacramento,(773) 265-7605,6932491
08/25/2018,CHEV,4D,,BLK,AQ92603,IL,10300 S. Doty,(773) 568-8495,2857485
08/25/2018,DODG,VN,,RED,,IL,10300 S. Doty,(773) 568-8495,2857487
08/25/2018,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6932490
08/25/2018,MERC,LL,,WHI,COLE219,IL,701 N. Sacramento,(773) 265-7605,6932488
09/22/2018,NISS,4D,,GRY,AN17573,IL,701 N. Sacramento,(773) 265-7605,6935034
07/28/2018,GMC,LL,,SIL,S948172,IL,701 N. Sacramento,(773) 265-7605,6929790
07/28/2018,DODG,VN,,TAN,ZX37847,IL,701 N. Sacramento,(773) 265-7605,6929791
09/22/2018,VOLK,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6935030
08/25/2018,DODG,4D,,RED,WPU878,IN,10300 S. Doty,(773) 568-8495,2857460
08/25/2018,LEXS,4D,,BLK,Q864314,IL,701 N. Sacramento,(773) 265-7605,6932438
09/22/2018,MERZ,4D,,WHI,AW75341,IL,701 N. Sacramento,(773) 265-7605,6935033
09/22/2018,CHRY,4D,,DBL,,IL,701 N. Sacramento,(773) 265-7605,6935035
09/22/2018,TOYT,4D,,SIL,AW17911,IL,701 N. Sacramento,(773) 265-7605,6935079
09/22/2018,HOND,LL,,BLK,9276786,IL,10300 S. Doty,(773) 568-8495,2859568
09/23/2018,NISS,4D,,MAR,Z780247,IL,701 N. Sacramento,(773) 265-7605,6935138
08/25/2018,BUIC,4D,,GRN,V146338,IL,10300 S. Doty,(773) 568-8495,2857463
08/25/2018,FORD,4D,,GRY,AU93478,IL,701 N. Sacramento,(773) 265-7605,6932510
08/25/2018,MAZD,4D,,WHI,D371913,IL,10300 S. Doty,(773) 568-8495,2857495
08/26/2018,CHEV,4D,,MAR,Z694969,IL,701 N. Sacramento,(773) 265-7605,6932525
08/26/2018,JEEP,LL,,SIL,IPC6GI,IL,701 N. Sacramento,(773) 265-7605,6932524
08/26/2018,KIA,4D,,WHI,V251517,IL,701 N. Sacramento,(773) 265-7605,6932534
08/26/2018,BUIC,4D,,BRZ,,IL,10300 S. Doty,(773) 568-8495,2857509
08/26/2018,PONT,4D,,SIL,ZU50674,IL,10300 S. Doty,(773) 568-8495,2857508
08/26/2018,SCIO,SW,,PLE,Q702196,IL,701 N. Sacramento,(773) 265-7605,6932535
09/22/2018,CHEV,4D,,WHI,A440184,IL,701 N. Sacramento,(773) 265-7605,6935042
09/22/2018,CHRY,2D,,GLD,AQ44605,IL,701 N. Sacramento,(773) 265-7605,6935038
09/22/2018,BUIC,4D,,SIL,AT53050,IL,701 N. Sacramento,(773) 265-7605,6935041
08/25/2018,HOND,VN,,SIL,S941827,IL,10300 S. Doty,(773) 568-8495,2857482
09/22/2018,FOR,LL,,WHI,CGV4615,GA,701 N. Sacramento,(773) 265-7605,6935036
08/25/2018,HOND,VN,TK,TAN,AN68240,IL,10300 S. Doty,(773) 568-8495,2857477
08/25/2018,CHEV,4D,,BLU,ZZ29714,IL,10300 S. Doty,(773) 568-8495,2857476
09/22/2018,MERC,4D,,SIL,AH31230,IL,701 N. Sacramento,(773) 265-7605,6935044
09/22/2018,FORD,LL,,BLK,L691082,IL,701 N. Sacramento,(773) 265-7605,6935054
08/26/2018,DODG,LL,,SIL,141U103,IL,10300 S. Doty,(773) 568-8495,2857518
08/26/2018,CHEV,SW,,BLK,X957441,IL,701 N. Sacramento,(773) 265-7605,6932558
09/22/2018,HOND,2D,,SIL,AQ40352,IL,701 N. Sacramento,(773) 265-7605,6935051
08/27/2018,YAMA,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2857563
08/26/2018,SUZU,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2857562
08/27/2018,HYUN,4D,,BLK,E725003,IL,10300 S. Doty,(773) 568-8495,2857564
08/27/2018,DODG,LL,,WHI,AJ39881,IL,10300 S. Doty,(773) 568-8495,2857569
09/22/2018,TOYT,4D,,GRY,L609624,IL,701 N. Sacramento,(773) 265-7605,6935045
09/22/2018,OLDS,4D,,WHI,AW29672,IL,701 N. Sacramento,(773) 265-7605,6935055
08/26/2018,MITS,4D,,SIL,354531,IL,10300 S. Doty,(773) 568-8495,2857571
09/22/2018,VOLK,4D,,BLK,AP99118,IL,400 E. Lower Wacker,(312) 744-7550,993149
09/22/2018,NISS,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6935049
09/22/2018,CHEV,VN,,BLK,V104773,IL,701 N. Sacramento,(773) 265-7605,6935056
09/22/2018,OLDS,4D,,SIL,AQ55983,IL,701 N. Sacramento,(773) 265-7605,6935057
08/27/2018,CHEV,PK,,GRN,77834YB,IL,701 N. Sacramento,(773) 265-7605,6932635
08/27/2018,DODG,LL,,BLK,AV95191,IL,10300 S. Doty,(773) 568-8495,2857570
09/23/2018,HYUN,LL,,BLK,FL597AAJ,IN,701 N. Sacramento,(773) 265-7605,6935126
09/23/2018,HOND,2D,,RED,BB16241,IL,10300 S. Doty,(773) 568-8495,2859594
09/22/2018,BUIC,4D,,BRO,AE76868,IL,701 N. Sacramento,(773) 265-7605,6935043
08/26/2018,TOYT,4D,,TAN,PKM3326,CA,701 N. Sacramento,(773) 265-7605,6932527
08/26/2018,NISS,LL,,GRY,PIB2426,IL,701 N. Sacramento,(773) 265-7605,6932529
08/26/2018,KIA,4D,,WHI,Y810638,IL,701 N. Sacramento,(773) 265-7605,6932530
07/29/2018,HOND,4D,,GRN,AD59981,IL,701 N. Sacramento,(773) 265-7605,6929891
08/26/2018,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2857507
08/26/2018,JEEP,LL,,BLK,A359448,IL,701 N. Sacramento,(773) 265-7605,6932526
08/26/2018,FORD,LL,,RED,AL20794,IL,10300 S. Doty,(773) 568-8495,2857514
08/26/2018,HOND,4D,,SIL,HGR927,IA,10300 S. Doty,(773) 568-8495,2857515
07/29/2018,SATR,4D,,SIL,1974462,IL,10300 S. Doty,(773) 568-8495,2855394
07/29/2018,FORD,VN,,WHI,168U780,IL,10300 S. Doty,(773) 568-8495,2855423
07/29/2018,PONT,2D,,PNK,AS80508,IL,10300 S. Doty,(773) 568-8495,2855424
09/22/2018,FORD,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2859565
07/28/2018,NISS,4D,,BLK,E359319,IL,701 N. Sacramento,(773) 265-7605,6929805
09/22/2018,ACUR,LL,,BLK,5570244,IL,701 N. Sacramento,(773) 265-7605,6935092
07/28/2018,CHEV,4D,,GRY,E870667,IL,10300 S. Doty,(773) 568-8495,2855348
07/28/2018,BUIC,4D,,SIL,Z190714,IL,10300 S. Doty,(773) 568-8495,2855350
09/22/2018,TOMO,MB,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6935083
09/22/2018,FORD,LL,,WHI,12901FF,IL,701 N. Sacramento,(773) 265-7605,6935085
08/25/2018,JEEP,LL,,TAN,Z316848,IL,701 N. Sacramento,(773) 265-7605,6932493
09/22/2018,NISS,LL,TK,BLK,AH36130,IL,701 N. Sacramento,(773) 265-7605,6935082
08/25/2018,CHEV,4D,,BLU,AL68085,IL,701 N. Sacramento,(773) 265-7605,6932496
08/25/2018,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6932500
08/25/2018,CHEV,4D,,WHI,AJ15941,IL,701 N. Sacramento,(773) 265-7605,6932514
08/25/2018,,MC,,BLK,ER2699,IL,701 N. Sacramento,(773) 265-7605,6932513
08/26/2018,LEXS,4D,,BLK,AE78344,IL,701 N. Sacramento,(773) 265-7605,6932538
08/26/2018,TOYT,4D,,BLK,P886909,IL,701 N. Sacramento,(773) 265-7605,6932536
08/26/2018,KIA,4D,,WHI,AE27435,IL,701 N. Sacramento,(773) 265-7605,6932537
09/22/2018,CHEV,4D,,BLU,368U409,IL,10300 S. Doty,(773) 568-8495,2859570
09/22/2018,DODG,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6935084
09/23/2018,HYUN,4D,,GRY,AF63388,IL,10300 S. Doty,(773) 568-8495,2859610
08/26/2018,TOYT,LL,,GRN,A564409,IL,10300 S. Doty,(773) 568-8495,2857510
08/26/2018,FORD,VN,,BLK,,IL,10300 S. Doty,(773) 568-8495,2857512
07/29/2018,BUIC,4D,,MAR,AF39136,IL,701 N. Sacramento,(773) 265-7605,6929903
08/26/2018,HOND,4D,,BGE,Q992500,IL,701 N. Sacramento,(773) 265-7605,6932575
07/29/2018,PONT,4T,,RED,AQ73763,IL,10300 S. Doty,(773) 568-8495,2855402
07/29/2018,OLDS,4D,,SIL,774677,IL,10300 S. Doty,(773) 568-8495,2855397
08/26/2018,JEEP,LL,,BLK,P621904,IL,701 N. Sacramento,(773) 265-7605,6932567
07/29/2018,TOYT,4D,,TAN,AH19857,IL,701 N. Sacramento,(773) 265-7605,6929921
08/27/2018,CHEV,VN,TK,GRY,H653081,IL,701 N. Sacramento,(773) 265-7605,6932661
08/27/2018,SATR,LL,,BLK,AQ85115,IL,10300 S. Doty,(773) 785-9752,1718538
09/22/2018,ZCZY,MS,,PNK,D31260,IL,10300 S. Doty,(773) 568-8495,2859553
09/22/2018,CHRY,4D,,BLK,Q386077,IL,10300 S. Doty,(773) 568-8495,2859555
09/22/2018,KIA,VN,,RED,L721366,IL,10300 S. Doty,(773) 568-8495,2859554
09/22/2018,TOYT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2859552
08/25/2018,BUIC,4D,,WHI,AQ75814,IL,701 N. Sacramento,(773) 265-7605,6932520
08/25/2018,JEEP,LL,,RED,AG34438,IL,701 N. Sacramento,(773) 265-7605,6932519
08/25/2018,GMC,LL,,SIL,Z818856,IL,10300 S. Doty,(773) 568-8495,2857496
09/24/2018,TOYT,4D,,BLK,BA24454,IL,10300 S. Doty,(773) 568-8495,2859648
09/24/2018,AUDI,4D,,,,,701 N. Sacramento,(773) 265-7605,6935213
08/26/2018,HYUN,LL,,SIL,P818826,IL,701 N. Sacramento,(773) 265-7605,6932565
08/26/2018,CHEV,4D,,SIL,AJ76900,IL,701 N. Sacramento,(773) 265-7605,6932562
07/30/2018,MERC,2D,COU,SIL,635AZF,WI,10300 S. Doty,(773) 568-8495,2855438
09/24/2018,ACUR,4D,,GRY,Q394894,IL,10300 S. Doty,(773) 568-8495,2859658
07/30/2018,NISS,4D,,WHI,AS77926,IL,10300 S. Doty,(773) 568-8495,2855437
08/26/2018,FORD,2D,,RED,ZV21392,IL,701 N. Sacramento,(773) 265-7605,6932564
08/26/2018,BUIC,4D,,DBL,J648020,IN,10300 S. Doty,(773) 568-8495,2857522
08/26/2018,CHEV,LL,,DBL,,IL,10300 S. Doty,(773) 568-8495,2857521
08/24/2018,BUIC,4D,,WHI,AQ75220,IL,701 N. Sacramento,(773) 265-7605,6932234
07/01/2018,CHEV,4D,,WHI,Q470141,IL,10300 S. Doty,(773) 568-8495,2853594
08/24/2018,BMW,4D,,WHI,AJ93635,IL,701 N. Sacramento,(773) 265-7605,6932238
07/30/2018,DODG,VN,,SIL,,,701 N. Sacramento,(773) 265-7605,6930048
07/31/2018,DODG,4D,,GRY,349884,IL,10300 S. Doty,(773) 568-8495,2855490
08/25/2018,NISS,4D,,BLK,2018717,IL,701 N. Sacramento,(773) 265-7605,6932512
09/23/2018,HOND,4D,,MAR,Q278556,IL,701 N. Sacramento,(773) 265-7605,6935098
08/25/2018,DODG,LL,,BLU,AX20224,IL,10300 S. Doty,(773) 568-8495,2857492
08/26/2018,TOYT,4D,,BLU,AE34376,IL,701 N. Sacramento,(773) 265-7605,6932548
09/23/2018,TOYT,4D,,GRN,AD53384,IL,701 N. Sacramento,(773) 265-7605,6935156
08/26/2018,CHEV,4D,,TAN,V699797,IL,701 N. Sacramento,(773) 265-7605,6932544
08/26/2018,HOND,4D,,BLK,AE22682,IL,701 N. Sacramento,(773) 265-7605,6932545
09/23/2018,HOND,4D,,RED,Q932138,IL,701 N. Sacramento,(773) 265-7605,6935157
09/23/2018,CHEV,LL,,RED,523071,IL,701 N. Sacramento,(773) 265-7605,6935149
08/26/2018,JEEP,LL,,BLK,Y701166,IL,701 N. Sacramento,(773) 265-7605,6932552
08/26/2018,HOND,4D,,BLU,AV25468,IL,701 N. Sacramento,(773) 265-7605,6932549
07/28/2018,FORD,VN,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6929860
08/26/2018,MERZ,LL,,SIL,V618250,IL,701 N. Sacramento,(773) 265-7605,6932569
08/26/2018,HYUN,4D,,GRY,R649365,IL,701 N. Sacramento,(773) 265-7605,6932570
08/26/2018,CHEV,4D,,BLK,ZZ72840,IL,701 N. Sacramento,(773) 265-7605,6932571
08/26/2018,HOND,4D,,GRN,483255,IL,701 N. Sacramento,(773) 265-7605,6932618
07/02/2018,FORD,VN,,WHI,2202004B,IL,701 N. Sacramento,(773) 265-7605,6927523
07/03/2018,TOYT,4D,,GRY,AP53089,IL,701 N. Sacramento,(773) 265-1846,1537589
09/23/2018,CHEV,2D,,WHI,AD77207,IL,701 N. Sacramento,(773) 265-7605,6935099
09/22/2018,CHEV,LL,TK,RED,AQ47866,IL,701 N. Sacramento,(773) 265-7605,6935094
08/26/2018,INFI,2D,,WHI,429754,IL,701 N. Sacramento,(773) 265-7605,6932583
07/28/2018,HOND,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2855373
07/28/2018,CHEV,4D,,WHI,AQ51974,IL,701 N. Sacramento,(773) 265-7605,6929866
08/26/2018,INFI,4D,,WHI,AL13959,IL,701 N. Sacramento,(773) 265-7605,6932580
07/29/2018,CHEV,4T,,MAR,,IL,10300 S. Doty,(773) 568-8495,2855403
08/26/2018,FORD,4D,,WHI,Q428418,IL,701 N. Sacramento,(773) 265-7605,6932546
08/26/2018,VOLK,4D,,BLK,943828,IL,701 N. Sacramento,(773) 265-7605,6932586
07/30/2018,JAGU,4D,,WHI,AT16021,IL,10300 S. Doty,(773) 568-8495,2855478
07/31/2018,BUIC,4D,,WHI,Y740861,IL,10300 S. Doty,(773) 568-8495,2855486
07/31/2018,BUIC,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6930076
07/01/2018,CHEV,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,6927436
08/26/2018,CHEV,PK,,BLK,93178FF,IL,701 N. Sacramento,(773) 265-7605,6932589
09/23/2018,FORD,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2859577
09/23/2018,FORD,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6935122
09/23/2018,HOND,4D,,BLU,Q388142,IL,701 N. Sacramento,(773) 265-7605,6935120
09/23/2018,BMW,4D,,BLK,AC79385,IL,701 N. Sacramento,(773) 265-7605,6935144
09/23/2018,PONT,4D,,GRY,376U339,IL,701 N. Sacramento,(773) 265-7605,6935145
09/23/2018,VOLK,LL,,BLU,E330720,IL,701 N. Sacramento,(773) 265-7605,6935106
09/23/2018,PONT,2D,,GRY,ADM6180,WI,10300 S. Doty,(773) 568-8495,2859580
09/23/2018,PONT,4D,AZT,WHI,J839120,IN,10300 S. Doty,(773) 568-8495,2859591
09/23/2018,BUIC,4D,,GLD,AP34283,IL,10300 S. Doty,(773) 568-8495,2859579
07/01/2018,FORD,LL,,WHI,Q294229,IL,701 N. Sacramento,(773) 265-7605,6927458
07/02/2018,INFI,4D,,GRY,AQ22751,IL,701 N. Sacramento,(773) 265-7605,6927506
09/23/2018,CHEV,2D,,WHI,AT26840,IL,10300 S. Doty,(773) 568-8495,2859581
08/26/2018,LEXS,4D,,WHI,AN68843,IL,701 N. Sacramento,(773) 265-7605,6932615
08/26/2018,AUDI,4D,,BLK,AJ56351,IL,10300 S. Doty,(773) 568-8495,2857547
09/23/2018,CHEV,4D,,TAN,9137734,IL,701 N. Sacramento,(773) 265-7605,6935112
09/23/2018,NISS,4D,,TAN,AP99449,IL,10300 S. Doty,(773) 568-8495,2859582
07/29/2018,,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6929996
08/26/2018,GMC,VN,,SIL,AG51520,IL,10300 S. Doty,(773) 568-8495,2857549
09/23/2018,MERC,VN,,BLK,Y121543,OR,701 N. Sacramento,(773) 265-7605,6935189
07/30/2018,HOND,2D,,RED,358691,IL,701 N. Sacramento,(773) 265-7605,6930013
07/03/2018,TOYT,4D,CAM,WHI,1082TX,IL,701 N. Sacramento,(773) 265-7605,6927559
08/26/2018,FORD,4D,,TAN,AH21847,IL,10300 S. Doty,(773) 568-8495,2857554
08/26/2018,MITS,4D,,WHI,Z401053,IL,10300 S. Doty,(773) 568-8495,2857555
07/28/2018,CHRY,VN,,GRN,AP34074,IL,701 N. Sacramento,(773) 265-7605,6929762
09/23/2018,CHEV,2D,,WHI,AL30170,IL,10300 S. Doty,(773) 568-8495,2859629
09/23/2018,PONT,4D,,GRY,9237630,IL,10300 S. Doty,(773) 568-8495,2859633
08/27/2018,MITS,4D,,WHI,2668BU,IL,701 N. Sacramento,(773) 265-7605,6932647
08/27/2018,DODG,4D,,BLK,ZU25622,IL,701 N. Sacramento,(773) 265-7605,6932645
09/23/2018,BUIC,4D,,MAR,Q455844,IL,10300 S. Doty,(773) 568-8495,2859630
09/23/2018,DODG,LL,TK,MAR,GRY253,IA,10300 S. Doty,(773) 568-8495,2859635
09/24/2018,BUIC,4D,,GLD,12730364,IL,701 N. Sacramento,(773) 265-7605,6935197
09/23/2018,SAA,2T,,BLK,Z946280,IL,10300 S. Doty,(773) 568-8495,2859585
09/23/2018,JAGU,4T,,GRY,ZX28115,IL,10300 S. Doty,(773) 568-8495,2859584
09/23/2018,TOYT,4T,,BLK,Z484580,IL,10300 S. Doty,(773) 568-8495,2859587
09/23/2018,INFI,4T,,BLK,AF78815,IL,10300 S. Doty,(773) 568-8495,2859586
09/23/2018,ACUR,4D,,BLK,BA79372,IL,701 N. Sacramento,(773) 265-7605,6935168
09/23/2018,OLDS,4D,,WHI,AT74286,IL,701 N. Sacramento,(773) 265-7605,6935165
09/23/2018,CHEV,4D,,BRO,AD27486,IL,701 N. Sacramento,(773) 265-7605,6935166
09/22/2018,NISS,4D,,RED,402ZVP,WI,10300 S. Doty,(773) 568-8495,2859575
08/26/2018,NISS,4D,,WHI,922582,IL,10300 S. Doty,(773) 568-8495,2857544
09/22/2018,MERZ,2D,,WHI,AS75581,IL,10300 S. Doty,(773) 568-8495,2859573
07/29/2018,BMW,LL,,BLK,AL51440,IL,10300 S. Doty,(773) 568-8495,2855419
09/24/2018,TOYT,4D,,BLK,AZ8879,IL,10300 S. Doty,(773) 568-8495,2859654
09/24/2018,CADI,4D,,GRY,Z513306,IL,701 N. Sacramento,(773) 265-7605,6935212
08/26/2018,SUZI,LL,,SIL,AT61608,IL,701 N. Sacramento,(773) 265-7605,6932606
07/29/2018,CHEV,VN,,SIL,AT61564,IL,701 N. Sacramento,(773) 265-7605,6929989
07/29/2018,BUIC,4D,,GLD,AN70446,IL,701 N. Sacramento,(773) 265-7605,6929993
07/29/2018,HOND,VN,,GRY,AN54726,IL,701 N. Sacramento,(773) 265-7605,6929994
08/26/2018,HYUN,LL,,BLK,AR33008,IL,701 N. Sacramento,(773) 265-7605,6932613
06/30/2018,AUDI,4D,,BLK,357390,IL,10300 S. Doty,(773) 568-8495,2853531
08/26/2018,CHRY,VN,,BLU,AD59094,IL,10300 S. Doty,(773) 568-8495,2857557
07/03/2018,VOLK,LL,,GRY,IT9801AT,IL,10300 S. Doty,(773) 568-8495,2853662
08/26/2018,FORD,LL,,BLU,ZZ42074,IL,701 N. Sacramento,(773) 265-7605,6932624
08/27/2018,YAMA,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6932628
08/26/2018,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2857559
09/23/2018,AUDI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2859593
09/24/2018,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6935191
09/24/2018,LINC,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2859644
09/24/2018,PONT,4T,,GRY,ZX31469,IL,10300 S. Doty,(773) 568-8495,2859641
07/29/2018,HOND,4D,,SIL,163U739,IL,10300 S. Doty,(773) 568-8495,2855411
09/24/2018,CHEV,PK,TK,BLK,1145615B,IL,701 N. Sacramento,(773) 265-7605,6935195
09/24/2018,OLDS,4D,,SIL,221U682,IL,701 N. Sacramento,(773) 265-7605,6935192
07/29/2018,AUDI,4D,,BLK,AX86199,IL,10300 S. Doty,(773) 568-8495,2855420
07/29/2018,FORD,4D,,BLU,674T629,IL,701 N. Sacramento,(773) 265-7605,6929986
09/24/2018,FORD,4D,FOC,GRY,AU16736,IL,10300 S. Doty,(773) 568-8495,480127
09/23/2018,LINC,4D,,BLK,AD14743,IL,10300 S. Doty,(773) 568-8495,2859595
09/23/2018,CADI,4D,,CRM,BA65067,IL,10300 S. Doty,(773) 568-8495,2859596
09/23/2018,FORD,2D,,BLK,174JPY,KS,10300 S. Doty,(773) 568-8495,2859598
08/27/2018,DODG,VN,,GRY,AL48602,IL,701 N. Sacramento,(773) 265-7605,6932638
08/27/2018,TOYT,4D,,WHI,T976655,IL,701 N. Sacramento,(773) 265-7605,6932637
07/29/2018,GMC,LL,YUK,WHI,355TDZ,IN,701 N. Sacramento,(773) 265-7605,6929965
07/29/2018,CHEV,LL,TK,GLD,Q834615,IL,701 N. Sacramento,(773) 265-7605,6929969
09/23/2018,CHEV,PK,TK,WHI,2292190B,IL,10300 S. Doty,(773) 568-8495,2859600
08/13/2018,MERC,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1537706
08/13/2018,TOYO,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1537707
09/23/2018,ZCZY,SE,,BLK,,,10300 S. Doty,(773) 568-8495,2859601
09/23/2018,HOND,VN,,GRN,AX12111,IL,10300 S. Doty,(773) 568-8495,2859623
09/24/2018,CHEV,4T,,BLK,AS18886,IL,701 N. Sacramento,(773) 265-7605,6935202
09/24/2018,ACUR,4D,,SIL,AT52430,IL,701 N. Sacramento,(773) 265-7605,6935203
09/24/2018,HOND,4D,,GRN,688085,IL,701 N. Sacramento,(773) 265-7605,6935200
09/24/2018,NISS,LL,,RED,Y981339,IL,701 N. Sacramento,(773) 265-7605,6935199
09/24/2018,FORD,4D,,BLU,S730141,IL,701 N. Sacramento,(773) 265-7605,6935198
09/24/2018,BUIC,4D,,BGE,V133229,IL,10300 S. Doty,(773) 785-9752,1718605
09/24/2018,TOYT,4D,,GRN,669AVL,IN,701 N. Sacramento,(773) 265-1846,1537828
09/24/2018,CHEV,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6935217
09/23/2018,TOYT,2D,,GRN,Z817365,IL,10300 S. Doty,(773) 568-8495,2859603
09/23/2018,LINC,4D,AVA,MAR,308U058,IL,10300 S. Doty,(773) 568-8495,2859602
09/23/2018,FORD,4D,,BLK,341732,IL,10300 S. Doty,(773) 568-8495,2859605
08/27/2018,HOND,4D,,GRY,AN14332,IL,10300 S. Doty,(773) 568-8495,2857581
08/27/2018,MG,2D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1537762
08/27/2018,CHEV,LL,,BLK,AW42897,IL,701 N. Sacramento,(773) 265-1846,1537763
08/27/2018,SUZI,MC,CYL,RED,DA147,IL,701 N. Sacramento,(773) 265-7605,6932649
08/26/2018,HYUN,4D,,WHI,332TEZ,IN,701 N. Sacramento,(773) 265-7605,6932531
09/23/2018,CHEV,4D,,COM,,IL,10300 S. Doty,(773) 568-8495,2859624
07/28/2018,TOYT,4D,,MAR,J698285,IN,10300 S. Doty,(773) 568-8495,2855365
07/29/2018,PONT,4D,,SIL,Y943971,IL,701 N. Sacramento,(773) 265-7605,6929976
09/23/2018,BUIC,4D,,BLK,AV78017,IL,10300 S. Doty,(773) 568-8495,2859634
07/29/2018,HYUN,LL,,SIL,334229,IL,10300 S. Doty,(773) 568-8495,2855429
07/29/2018,SATR,LL,,BLU,ZV57811,IL,10300 S. Doty,(773) 568-8495,2855430
07/30/2018,NISS,4D,,SIL,Z678697,IL,701 N. Sacramento,(773) 265-7605,6930005
06/30/2018,FORD,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2853553
08/25/2018,JEEP,LL,,SIL,AS50107,IL,701 N. Sacramento,(773) 265-7605,6932417
09/23/2018,FORD,LL,EXP,GRY,N152377,IL,400 E. Lower Wacker,(312) 744-7550,993184
08/21/2018,BMW,4D,,GRY,S220566,IL,701 N. Sacramento,(773) 265-7605,6931891
08/21/2018,FORD,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,6931940
08/23/2018,VOLK,4D,,SIL,SOUP5,MI,701 N. Sacramento,(773) 265-7605,6932156
08/27/2018,OLDS,LL,,TAN,XG1725,IL,10300 S. Doty,(773) 568-8495,2857585
07/29/2018,JEEP,LL,,BLK,892T499,IL,10300 S. Doty,(773) 568-8495,2855426
08/27/2018,BMW,4D,,BLU,ND1127,IN,701 N. Sacramento,(773) 265-7605,6932652
08/27/2018,VOLK,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6932651
07/30/2018,FORD,4D,,BLK,Q494611,IL,10300 S. Doty,(773) 568-8495,2855446
08/27/2018,HOND,4D,,BLU,ZZ54674,IL,701 N. Sacramento,(773) 265-7605,6932656
